pctg_inter_dep_cha,src_trgt_co_changed_nbr,dev_in_src_change_nbr,rev_in_src_change_nbr,num_shrd_desc_tkns,num_shrd_file_tkns,desc_sim,subject_sim,add_lines_sim,del_lines_sim,has_feature_addition_target,deletions_target,cross_project_changes_target,insertions_target,num_file_types_target,is_preventive_target,last_mth_cro_proj_nbr_target,project_changes_owner_target,is_refactoring_target,is_merge_target,num_directory_files_target,is_corrective_target,description_length_target,num_file_changes_target,project_age_target,is_non_functional_target,subject_length_target,last_mth_dep_proj_nbr_target,ratio_dep_chan_owner_target,projects_contributed_owner_target,pctg_cross_project_changes_target,pctg_cross_project_changes_owner_target,has_feature_addition_source,deletions_source,insertions_source,num_file_types_source,is_preventive_source,last_mth_cro_proj_nbr_source,project_changes_owner_source,is_refactoring_source,cross_project_changes_owner_source,whole_within_project_changes_source,is_merge_source,num_directory_files_source,is_corrective_source,description_length_source,num_file_changes_source,project_age_source,is_non_functional_source,subject_length_source,last_mth_dep_proj_nbr_source,ratio_dep_chan_owner_source,projects_contributed_owner_source,pctg_cross_project_changes_source,pctg_cross_project_changes_owner_source,pred,impact,fold,Classifier,whole_changes_owner_target,whole_changes_owner_source,cross_project_changes_source
27.33478506505046,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,5.400074978495428,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,5.252193798349689,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,20.578109675711083,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.23723722586016516,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,1.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.13895101032248913,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,1.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.6395677464470013,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,1.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,1.1833711197855674,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.7287343704662659,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.3009183636138029,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,1,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,784.8142461315543,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,102.21531621484853,10.0,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,450.1413337692683,1.0,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,1.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,2.0238841812353794,0,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,1,4.0,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,16.30807529313702,15.0,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,138.9356084144493,0,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,1,0,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,1,2.0,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,1.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,9.516456431603007,0,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
3.571428571428571,1.0,1.0,2.0,0.08,0.0,0.42487817000000005,0.7840062,0.45684169232845306,0.0,0,1.0,18.0,10.0,1.0,0,4.0,15.0,0,0,2.0,1,328.5,42.0,749.0921354166667,0,40.0,3.0,33.33333333333333,20.0,0.4867256637168141,0.2222222222222222,0,2.0,7.0,1.0,0,3.0,15.0,0,1.0,2332.5,0,2.0,0,319.5,46.0,750.1807175925926,0,40.0,3.0,33.33333333333333,20.0,0.4864864864864865,0.1967741935483871,0.0,0,0,ET,,,
