has_feature_addition,deletions,insertions,num_file_types,is_preventive,project_changes_owner,is_refactoring,whole_within_project_changes,is_merge,num_directory_files,is_corrective,description_length,num_file_changes,project_age,is_non_functional,avg_num_dev_modified_files,last_mth_dep_proj_nbr,ratio_dep_chan_owner,projects_contributed_owner,pctg_cross_project_changes,pctg_cross_project_changes_owner,pctg_mod_file_dep_cha,pred,impact,fold,max_num_mod_file_dep_cha,cross_project_changes_owner,min_num_mod_file_dep_cha,cross_project_changes,whole_changes_owner,num_dev_modified_files
1,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.88,-0.04347826086956525,3,0.0,0.0,,,,
0,3087.478340886077,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.87,-0.05434782608695657,3,0.0,0.0,,,,
0,2.0,2084.205312078105,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.86,-0.06521739130434788,3,0.0,0.0,,,,
0,2.0,9.0,1.975509521681921,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.93,0.010869565217391313,3,0.0,0.0,,,,
0,2.0,9.0,1.0,1,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.91,-0.010869565217391313,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,138.76049192369044,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.79,-0.14130434782608695,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,1,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.92,0.0,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.79,-0.14130434782608695,3,0.0,2.3748178906669244,,,,
0,2.0,9.0,1.0,0,14.0,0,2351.54610457511,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.92,0.0,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,1,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.92,0.0,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,14.886020417591634,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.89,-0.03260869565217394,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,1,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.88,-0.04347826086956525,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,653.5260764173504,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.94,0.021739130434782507,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,429.354506163215,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.88,-0.04347826086956525,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,959.7683326500269,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.91,-0.010869565217391313,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,1,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.91,-0.010869565217391313,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,7.705642954737346,6.25,13.0,0.4722222222222222,0.0,0.0,0.91,-0.010869565217391313,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,38.76935844978946,13.0,0.4722222222222222,0.0,0.0,0.97,0.054347826086956444,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,45.42100564192805,0.4722222222222222,0.0,0.0,0.98,0.06521739130434775,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.6952417538559498,0.0,0.0,0.93,0.010869565217391313,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.21738374923033824,0.0,0.87,-0.05434782608695657,3,0.0,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,0.0,0.96,0.04347826086956513,3,37.7205848682555,0.0,,,,
0,2.0,9.0,1.0,0,14.0,0,1119.0,0,2.0,0,277.0,29.0,594.5131944444445,0,,1.0,6.25,13.0,0.4722222222222222,0.0,43.67061543016956,0.96,0.04347826086956513,3,0.0,0.0,,,,
1,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.97,0.0,4,0.0,0.0,,,,
0,8915.288827299442,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.88,-0.09278350515463915,4,0.0,0.0,,,,
0,2.0,1002.7301758862732,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.93,-0.04123711340206178,4,0.0,0.0,,,,
0,2.0,9.0,1.8778165788126011,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.97,0.0,4,0.0,0.0,,,,
0,2.0,9.0,1.0,1,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.96,-0.010309278350515474,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,149.29202834141006,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.8,-0.17525773195876282,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,1,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.95,-0.020618556701030948,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.8,-0.17525773195876282,4,0.0,5.2464568960479845,,,,
0,2.0,9.0,1.0,0,15.0,0,4772.256705582669,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.97,0.0,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,1,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.95,-0.020618556701030948,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,12.222216620380944,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.95,-0.020618556701030948,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,1,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.92,-0.051546391752577254,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,641.5152742569543,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.98,0.010309278350515474,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,582.7155227488192,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.94,-0.03092783505154642,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,1048.60572374083,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.92,-0.051546391752577254,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,1,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.97,0.0,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,7.965665535636536,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.96,-0.010309278350515474,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,38.8683267670671,14.0,0.47599126637554584,0.0,0.0,0.97,0.0,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,51.31530302289058,0.47599126637554584,0.0,0.0,0.96,-0.010309278350515474,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.6823080742452186,0.0,0.0,0.97,0.0,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.23039009474428745,0.0,0.78,-0.19587628865979376,4,0.0,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,0.0,0.94,-0.03092783505154642,4,63.79731988365039,0.0,,,,
0,2.0,9.0,1.0,0,15.0,0,2442.5,0,2.0,0,282.0,28.0,644.6729224537037,0,,1.0,7.6923076923076925,14.0,0.47599126637554584,0.0,45.10598205822831,0.96,-0.010309278350515474,4,0.0,0.0,,,,
1,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.93,0.0,5,,0.0,0.0,,,
0,2020.945598187307,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.9,-0.03225806451612906,5,,0.0,0.0,,,
0,2.0,1907.9292445613553,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.87,-0.06451612903225812,5,,0.0,0.0,,,
0,2.0,9.0,1.9032273664774557,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.94,0.0107526881720429,5,,0.0,0.0,,,
0,2.0,9.0,1.0,1,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.93,0.0,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,163.9698577061532,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.77,-0.17204301075268819,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,1,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.93,0.0,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.81,-0.12903225806451613,5,,7.225930401309384,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,7493.092891197664,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.91,-0.02150537634408604,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,1,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.93,0.0,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,13.265192993716909,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.88,-0.053763440860215096,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,1,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.91,-0.02150537634408604,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,600.3929262869772,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.95,0.02150537634408592,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,749.7747793107498,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.88,-0.053763440860215096,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,1124.908594877939,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.92,-0.01075268817204302,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,1,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.91,-0.02150537634408604,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,8.037676204654016,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.94,0.0107526881720429,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,37.722857118308475,16.0,0.47694080113434956,0.0,2.245,0.96,0.03225806451612894,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,64.43429126750195,0.47694080113434956,0.0,2.245,0.95,0.02150537634408592,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.6733465842092117,0.0,2.245,0.94,0.0107526881720429,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.23512588227454137,2.245,0.8,-0.13978494623655913,5,,0.0,0.0,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,2.245,0.92,-0.01075268817204302,5,,0.0,58.800935800616934,,,
0,2.0,9.0,1.0,0,16.0,0,4071.0,0,2.0,0,278.0,28.0,686.9977025462963,0,,1.0,7.6923076923076925,16.0,0.47694080113434956,0.0,48.008394465077075,0.95,0.02150537634408592,5,,0.0,0.0,,,
1,2.0,8.0,1.0,0,18.0,0,5925.5,0,1.0,0,278.0,28.0,751.6443055555555,0,,1.0,7.6923076923076925,19.0,0.4782608695652174,0.0,25.0,0.94,0.0,6,,0.0,,,,
0,6360.793364116641,8.0,1.0,0,18.0,0,5925.5,0,1.0,0,278.0,28.0,751.6443055555555,0,,1.0,7.6923076923076925,19.0,0.4782608695652174,0.0,25.0,0.88,-0.06382978723404249,6,,0.0,,,,
